FlightWeek,OriginAirport,OriginCountry,DestinationAirport,DestinationCountry,MainAirlineCarrier,IsConnectingFlight,UserCountry,TripType,CabinClass,NumberOfNights,BookingHorizon,NumberOfRedirects,Revenue
2024-W25,CGN,DE,STR,DE,LH,0,AT,round-trip,Economy,7,75,1,165.82
2024-W25,CGN,DE,STR,DE,W6,0,NL,round-trip,Economy,4,40,4,95.8
2024-W25,CGN,DE,STR,DE,EW,0,ES,round-trip,Economy,2,15,3,175.43
2024-W25,CGN,DE,STR,DE,EW,0,AT,one-way,Economy,13,74,0,109.33
2024-W25,CGN,DE,TFS,ES,LH,0,CH,round-trip,Economy,5,79,0,200.61
2024-W25,CGN,DE,TFS,ES,EW,0,CZ,round-trip,Economy,13,29,2,153.64
2024-W25,CGN,DE,TFS,ES,VY,0,ES,round-trip,Economy,3,87,3,131.73
2024-W25,CGN,DE,TFS,ES,FR,0,DE,round-trip,Economy,5,24,2,139.68
2024-W25,CGN,DE,TFS,ES,AB,1,AT,one-way,Economy,14,107,2,94.7
2024-W25,CGN,DE,TFS,ES,LH,0,CH,round-trip,Economy,7,7,1,303.45
2024-W25,CGN,DE,TIA,AL,X3,1,NO,one-way,Economy,20,7,0,197.51
2024-W25,CGN,DE,TIA,AL,LH,0,DE,round-trip,Economy,3,29,1,217.25
2024-W25,CGN,DE,TIA,AL,U2,0,NL,round-trip,Economy,7,9,1,158.24
2024-W25,CGN,DE,TIA,AL,EW,0,NL,round-trip,Premium Economy,22,41,1,274.8
2024-W25,CGN,DE,TIA,AL,FR,0,DE,round-trip,Economy,22,46,2,124.48
2024-W25,CGN,DE,WAW,PL,U2,0,CH,one-way,Economy,6,72,3,85.85
2024-W25,CGN,DE,WAW,PL,U2,0,SE,one-way,Economy,1,11,0,129.72
2024-W25,CGN,DE,WAW,PL,EW,0,BE,one-way,Economy,18,33,4,103.15
2024-W25,CGN,DE,WAW,PL,VY,0,AT,round-trip,Economy,8,26,3,95.68
2024-W25,CGN,DE,WAW,PL,U2,0,SE,round-trip,Premium Economy,2,41,1,150.74
2024-W25,CGN,DE,WAW,PL,EW,0,DK,round-trip,Economy,15,54,4,102.34
2024-W25,CGN,DE,WAW,PL,FR,0,DE,round-trip,Economy,7,102,2,105.36
2024-W25,CPH,DK,ALC,ES,VY,0,CH,round-trip,Economy,4,59,1,98.34
2024-W25,CPH,DK,DBV,HR,FR,0,PL,round-trip,Economy,7,8,5,85.32
2024-W25,CPH,DK,EDI,GB,TO,0,GB,one-way,Economy,27,25,2,131.17
2024-W25,CPH,DK,FAO,PT,U2,0,DE,round-trip,Economy,4,71,5,85.53
2024-W25,CPH,DK,KRK,PL,FR,0,DE,one-way,Economy,16,46,2,101.67
2024-W25,CPH,DK,LGW,GB,TO,0,CH,round-trip,Economy,4,39,2,131.93
2024-W25,CPH,DK,LPA,ES,EW,1,DE,one-way,Economy,14,56,5,102.26
2024-W25,CPH,DK,SPU,HR,LH,0,CH,one-way,Economy,6,28,3,126.82
2024-W25,CPH,DK,WAW,PL,TO,0,GB,one-way,Economy,14,26,0,110.2
2024-W25,DUS,DE,ACE,ES,EW,0,CH,one-way,Economy,14,62,0,163.63
2024-W25,DUS,DE,ACE,ES,LH,0,DE,round-trip,Business,7,12,0,688.73
2024-W25,DUS,DE,ACE,ES,U2,0,DE,round-trip,Economy,28,25,2,112.2
2024-W25,DUS,DE,ACE,ES,U2,0,DE,round-trip,Economy,12,51,2,106.6
2024-W25,DUS,DE,ACE,ES,EW,0,DE,round-trip,Economy,7,31,3,136.21
2024-W25,DUS,DE,AGP,ES,FR,0,AT,round-trip,Economy,5,57,2,94.68
2024-W25,DUS,DE,AGP,ES,VY,0,DE,round-trip,Economy,14,29,1,102.14
2024-W25,DUS,DE,AGP,ES,EW,0,IT,one-way,Economy,3,106,3,105.91
2024-W25,DUS,DE,AGP,ES,LH,1,DE,round-trip,Economy,28,15,2,96.45
2024-W25,DUS,DE,AGP,ES,DE,0,DE,round-trip,Business,5,97,0,497.03
2024-W25,DUS,DE,AGP,ES,FR,0,DE,round-trip,Business,26,31,0,280.37
2024-W25,DUS,DE,AGP,ES,EW,0,DE,round-trip,Economy,24,21,5,98.87
2024-W25,DUS,DE,AGP,ES,DE,0,CZ,round-trip,Economy,8,51,0,138.74
2024-W25,DUS,DE,ALC,ES,EW,0,DE,one-way,Economy,9,41,5,112.65
2024-W25,DUS,DE,ALC,ES,LH,1,DE,one-way,Premium Economy,17,15,0,235.72
2024-W25,DUS,DE,ALC,ES,U2,0,DE,one-way,Economy,10,6,0,138.23
2024-W25,DUS,DE,ALC,ES,VY,1,DE,one-way,Economy,14,11,0,98.4
2024-W25,DUS,DE,ALC,ES,LH,0,AT,one-way,Economy,9,25,1,148.07
2024-W25,DUS,DE,ALC,ES,EW,0,DE,round-trip,Economy,5,25,6,158.2
2024-W25,DUS,DE,ATH,GR,LH,0,DE,one-way,Business,16,22,0,502.21
2024-W25,DUS,DE,ATH,GR,FR,0,CH,round-trip,Economy,4,31,4,101.85
2024-W25,DUS,DE,ATH,GR,W6,0,DE,round-trip,Economy,25,30,0,91.93
2024-W25,DUS,DE,ATH,GR,EW,0,AT,one-way,Economy,21,68,4,98.1
2024-W25,DUS,DE,AYT,TR,X3,1,NL,one-way,Economy,10,19,1,191.65
2024-W25,DUS,DE,AYT,TR,LH,0,DE,one-way,Premium Economy,7,38,1,281.23
2024-W25,DUS,DE,AYT,TR,FR,0,AT,round-trip,Economy,13,39,1,92.32
2024-W25,DUS,DE,AYT,TR,EW,0,NL,round-trip,Economy,8,19,3,126.17
2024-W25,DUS,DE,AYT,TR,EW,0,DE,round-trip,Economy,28,36,7,143.81
2024-W25,DUS,DE,AYT,TR,FR,0,DE,one-way,Economy,7,21,2,132.96
2024-W25,DUS,DE,BCN,ES,VY,0,FR,round-trip,Economy,7,34,5,100.58
2024-W25,DUS,DE,BCN,ES,W6,0,NO,one-way,Economy,12,34,2,84.59
2024-W25,DUS,DE,BCN,ES,U2,0,NL,one-way,Economy,14,36,1,79.11
2024-W25,DUS,DE,BCN,ES,LH,0,ES,round-trip,Business,19,14,0,497.43
2024-W25,DUS,DE,BCN,ES,U2,0,NL,one-way,Economy,11,25,2,77.68
2024-W25,DUS,DE,BER,DE,AB,0,AT,round-trip,Premium Economy,3,43,3,150.28
2024-W25,DUS,DE,BER,DE,TO,0,DE,round-trip,Economy,7,49,0,100.25
2024-W25,DUS,DE,BER,DE,FR,0,PL,one-way,Economy,7,35,1,119.64
2024-W25,DUS,DE,BER,DE,U2,0,IT,round-trip,Economy,6,45,2,89.87
2024-W25,DUS,DE,BUD,HU,LH,0,AT,round-trip,Premium Economy,15,57,1,229.59
2024-W25,DUS,DE,BUD,HU,LH,0,DE,round-trip,Economy,11,14,1,153.53
2024-W25,DUS,DE,BUD,HU,VY,0,ES,round-trip,Premium Economy,8,12,1,192.03
2024-W25,DUS,DE,BUD,HU,DE,0,NO,round-trip,Economy,8,33,5,128.66
2024-W25,DUS,DE,CAG,IT,VY,0,AT,round-trip,Economy,13,27,2,132.52
2024-W25,DUS,DE,CAG,IT,EW,0,DE,round-trip,Economy,5,32,2,123.0
2024-W25,DUS,DE,CAG,IT,LH,0,DE,round-trip,Economy,13,26,5,126.31
2024-W25,DUS,DE,CAG,IT,X3,0,DE,round-trip,Economy,11,45,4,127.43
2024-W25,DUS,DE,CFU,GR,EW,0,DE,round-trip,Economy,14,137,8,95.56
2024-W25,DUS,DE,CFU,GR,FR,0,DE,round-trip,Economy,4,102,4,79.64
2024-W25,DUS,DE,CFU,GR,EW,0,IE,round-trip,Economy,14,30,1,140.97
2024-W25,DUS,DE,CFU,GR,LH,1,AT,round-trip,Economy,21,57,4,96.88
2024-W25,DUS,DE,CFU,GR,EW,1,AT,round-trip,Economy,3,40,4,78.13
2024-W25,DUS,DE,CFU,GR,LH,0,DE,round-trip,Economy,27,20,2,177.61
2024-W25,DUS,DE,CFU,GR,TO,0,IT,one-way,Economy,7,63,2,109.16
2024-W25,DUS,DE,CFU,GR,LH,1,GB,round-trip,Economy,10,54,1,103.81
2024-W25,DUS,DE,CGN,DE,LH,1,HU,one-way,Economy,15,35,3,91.95
2024-W25,DUS,DE,CGN,DE,FR,0,CH,one-way,Economy,24,48,2,76.4
2024-W25,DUS,DE,CGN,DE,EW,0,CH,round-trip,Economy,1,31,2,159.14
2024-W25,DUS,DE,CTA,IT,FR,0,DE,round-trip,Economy,1,51,5,107.9
2024-W25,DUS,DE,CTA,IT,W6,0,DE,one-way,Economy,10,69,4,86.5
2024-W25,DUS,DE,CTA,IT,DE,0,ES,round-trip,Economy,11,22,0,152.53
2024-W25,DUS,DE,CTA,IT,FR,0,AT,round-trip,Economy,1,23,5,74.58
2024-W25,DUS,DE,CTA,IT,EW,0,NO,round-trip,Business,17,19,0,376.03
2024-W25,DUS,DE,DBV,HR,EW,0,CH,one-way,Economy,7,152,2,106.33
2024-W25,DUS,DE,DUB,IE,FR,0,DE,round-trip,Economy,19,66,2,96.8
2024-W25,DUS,DE,DUB,IE,EW,0,AT,round-trip,Economy,14,41,2,120.84
2024-W25,DUS,DE,DUB,IE,FR,0,FR,round-trip,Economy,22,44,2,82.9
2024-W25,DUS,DE,DUB,IE,FR,0,DE,round-trip,Economy,7,18,2,84.23
2024-W25,DUS,DE,DUB,IE,X3,0,CH,round-trip,Economy,22,14,1,148.74
2024-W25,DUS,DE,EDI,GB,EW,0,DE,round-trip,Premium Economy,4,85,8,147.74
2024-W25,DUS,DE,EDI,GB,FR,0,DE,round-trip,Business,7,39,1,282.98
2024-W25,DUS,DE,EDI,GB,U2,0,NO,round-trip,Economy,3,14,0,119.25
2024-W25,DUS,DE,EDI,GB,LH,0,DK,one-way,Economy,10,62,3,161.71
2024-W25,DUS,DE,EDI,GB,LH,0,DE,round-trip,Business,14,61,0,377.99
2024-W25,DUS,DE,FAO,PT,LH,0,SE,one-way,Economy,14,91,2,160.68
2024-W25,DUS,DE,FAO,PT,EW,0,FR,round-trip,Economy,7,17,3,110.87
2024-W25,DUS,DE,FAO,PT,VY,0,DE,round-trip,Economy,9,27,1,123.46
2024-W25,DUS,DE,FAO,PT,U2,0,DK,round-trip,Premium Economy,5,53,1,123.04
2024-W25,DUS,DE,FAO,PT,FR,0,CH,round-trip,Premium Economy,6,179,1,116.89
2024-W25,DUS,DE,FAO,PT,W6,0,DE,one-way,Economy,13,31,5,61.52
2024-W25,DUS,DE,FAO,PT,LH,0,AT,round-trip,Economy,10,93,2,144.45
2024-W25,DUS,DE,FAO,PT,FR,0,ES,round-trip,Economy,4,22,3,100.14
2024-W25,DUS,DE,FCO,IT,W6,0,AT,round-trip,Economy,16,42,2,109.58
2024-W25,DUS,DE,FCO,IT,EW,0,IE,one-way,Economy,9,103,1,114.68
2024-W25,DUS,DE,FCO,IT,FR,0,FR,round-trip,Economy,11,67,6,65.85
2024-W25,DUS,DE,FCO,IT,FR,0,DE,round-trip,Economy,5,18,5,93.74
2024-W25,DUS,DE,FUE,ES,AB,0,AT,one-way,Economy,13,24,1,144.32
2024-W25,DUS,DE,FUE,ES,U2,0,DE,round-trip,Economy,11,13,4,127.1
2024-W25,DUS,DE,FUE,ES,W6,0,DE,round-trip,Economy,3,14,1,138.78
2024-W25,DUS,DE,FUE,ES,EW,0,CH,round-trip,Economy,8,44,0,184.28
2024-W25,DUS,DE,HAM,DE,FR,0,GB,one-way,Economy,7,34,1,106.04
2024-W25,DUS,DE,HAM,DE,DE,0,GB,one-way,Economy,14,85,3,112.56
2024-W25,DUS,DE,HER,GR,FR,0,DE,one-way,Economy,13,12,2,86.03
2024-W25,DUS,DE,HER,GR,FR,0,DE,round-trip,Economy,12,12,1,91.58
2024-W25,DUS,DE,HER,GR,EW,0,NL,round-trip,Economy,12,36,3,118.38
2024-W25,DUS,DE,IST,TR,VY,0,ES,one-way,Economy,20,13,2,188.77
2024-W25,DUS,DE,IST,TR,AB,0,DE,round-trip,Economy,7,51,3,151.57
2024-W25,DUS,DE,KRK,PL,LH,0,DE,round-trip,Economy,8,26,1,126.01
2024-W25,DUS,DE,KRK,PL,U2,0,DE,round-trip,Economy,7,32,2,96.07
2024-W25,DUS,DE,KRK,PL,LH,1,DE,one-way,Economy,11,19,1,156.21
2024-W25,DUS,DE,KRK,PL,U2,0,AT,round-trip,Economy,1,5,2,110.15
2024-W25,DUS,DE,KRK,PL,LH,0,DE,round-trip,Economy,8,26,4,104.86
2024-W25,DUS,DE,KRK,PL,U2,0,NL,round-trip,Economy,14,56,1,108.83
2024-W25,DUS,DE,LGW,GB,AB,0,CH,round-trip,Economy,5,41,1,97.2
2024-W25,DUS,DE,LGW,GB,EW,0,AT,round-trip,Premium Economy,3,62,1,209.02
2024-W25,DUS,DE,LGW,GB,W6,0,CH,one-way,Business,7,10,0,320.65
2024-W25,DUS,DE,LGW,GB,FR,0,DE,one-way,Economy,7,41,3,87.26
2024-W25,DUS,DE,LGW,GB,FR,0,BE,round-trip,Economy,17,12,5,132.31
2024-W25,DUS,DE,LGW,GB,X3,0,NO,round-trip,Economy,9,135,2,101.47
2024-W25,DUS,DE,LGW,GB,FR,0,CH,round-trip,Economy,4,9,4,119.7
2024-W25,DUS,DE,LIS,PT,U2,0,IT,round-trip,Economy,28,100,0,111.69
2024-W25,DUS,DE,LIS,PT,LH,0,DE,round-trip,Premium Economy,11,10,0,288.35
2024-W25,DUS,DE,LIS,PT,U2,0,DE,one-way,Economy,3,15,1,92.43
2024-W25,DUS,DE,LIS,PT,LH,1,NO,round-trip,Economy,14,17,2,126.0
2024-W25,DUS,DE,LIS,PT,FR,0,AT,one-way,Economy,21,86,4,76.1
2024-W25,DUS,DE,LIS,PT,LH,0,IE,round-trip,Premium Economy,3,99,0,180.32
2024-W25,DUS,DE,LPA,ES,EW,0,AT,round-trip,Economy,17,131,1,174.64
2024-W25,DUS,DE,MUC,DE,LH,0,DE,round-trip,Economy,16,26,3,160.56
2024-W25,DUS,DE,MUC,DE,EW,0,NL,one-way,Business,9,40,0,312.5
2024-W25,DUS,DE,MUC,DE,U2,0,AT,one-way,Economy,10,22,1,106.46
2024-W25,DUS,DE,MUC,DE,X3,0,DE,one-way,Economy,14,20,3,158.97
2024-W25,DUS,DE,MUC,DE,W6,0,DE,round-trip,Economy,8,53,2,74.99
2024-W25,DUS,DE,NAP,IT,AB,0,SE,round-trip,Economy,9,27,3,108.29
2024-W25,DUS,DE,NAP,IT,AB,0,PL,round-trip,Economy,17,19,3,124.25
2024-W25,DUS,DE,NAP,IT,U2,0,AT,round-trip,Economy,4,15,2,95.47
2024-W25,DUS,DE,NAP,IT,U2,1,AT,round-trip,Economy,21,12,2,81.91
2024-W25,DUS,DE,OLB,IT,VY,0,DE,round-trip,Economy,7,34,1,94.45
2024-W25,DUS,DE,OLB,IT,LH,0,DE,round-trip,Economy,9,27,1,144.0
2024-W25,DUS,DE,OLB,IT,LH,0,CH,one-way,Economy,15,50,0,161.33
2024-W25,DUS,DE,PMI,ES,VY,1,NL,round-trip,Economy,6,62,2,74.84
2024-W25,DUS,DE,PMI,ES,U2,0,PL,round-trip,Business,23,43,1,244.66
2024-W25,DUS,DE,PMI,ES,DE,0,FR,round-trip,Economy,22,9,1,122.66
2024-W25,DUS,DE,PMI,ES,EW,0,DE,round-trip,Economy,11,77,8,98.17
2024-W25,DUS,DE,PRG,CZ,EW,0,AT,one-way,Economy,12,57,1,131.06
2024-W25,DUS,DE,PRG,CZ,U2,0,FR,round-trip,Economy,8,32,3,112.68
2024-W25,DUS,DE,PRG,CZ,FR,0,DE,one-way,Economy,12,92,6,111.78
2024-W25,DUS,DE,RHO,GR,FR,0,DE,round-trip,Economy,16,32,1,84.42
2024-W25,DUS,DE,RHO,GR,FR,0,CZ,round-trip,Economy,10,10,2,99.19
2024-W25,DUS,DE,RHO,GR,FR,1,CH,round-trip,Economy,6,37,1,79.09
2024-W25,DUS,DE,RHO,GR,VY,0,DE,round-trip,Economy,15,78,1,85.26
2024-W25,DUS,DE,SKG,GR,LH,0,ES,one-way,Premium Economy,7,16,0,292.48
2024-W25,DUS,DE,SKG,GR,EW,0,NO,one-way,Premium Economy,6,51,2,164.47
2024-W25,DUS,DE,SKG,GR,LH,1,DE,one-way,Premium Economy,10,33,3,146.7
2024-W25,DUS,DE,SKG,GR,EW,0,DE,round-trip,Premium Economy,1,26,4,240.98
2024-W25,DUS,DE,SKG,GR,FR,0,DE,one-way,Economy,14,8,2,98.88
2024-W25,DUS,DE,SKG,GR,LH,1,HU,round-trip,Economy,12,8,4,202.33
2024-W25,DUS,DE,SKG,GR,LH,0,NO,round-trip,Premium Economy,20,35,1,249.15
2024-W25,DUS,DE,SKG,GR,FR,0,IT,round-trip,Premium Economy,1,18,1,126.16
2024-W25,DUS,DE,SKP,MK,EW,0,AT,one-way,Business,3,10,0,565.79
2024-W25,DUS,DE,SKP,MK,LH,0,GB,round-trip,Economy,10,24,1,223.42
2024-W25,DUS,DE,SKP,MK,EW,0,DE,round-trip,Economy,16,77,4,172.46
2024-W25,DUS,DE,SKP,MK,W6,0,DE,round-trip,Economy,10,70,1,130.83
2024-W25,DUS,DE,SKP,MK,LH,0,DE,round-trip,Economy,28,49,1,212.64
2024-W25,DUS,DE,SPU,HR,U2,0,CH,round-trip,Business,7,32,0,310.1
2024-W25,DUS,DE,SPU,HR,VY,0,DE,round-trip,Economy,15,22,1,105.37
2024-W25,DUS,DE,SPU,HR,LH,0,HU,one-way,Economy,4,54,4,141.87
2024-W25,DUS,DE,SPU,HR,LH,0,CH,one-way,Economy,4,21,2,196.53
2024-W25,DUS,DE,SPU,HR,FR,0,PL,one-way,Economy,9,9,3,95.13
2024-W25,DUS,DE,SPU,HR,W6,0,CH,one-way,Economy,10,40,3,86.46
2024-W25,DUS,DE,SPU,HR,U2,0,FR,one-way,Economy,11,52,3,86.87
2024-W25,DUS,DE,SPU,HR,VY,0,DE,round-trip,Economy,8,43,1,115.52
2024-W25,DUS,DE,SPU,HR,FR,0,CZ,round-trip,Economy,16,27,1,87.49
2024-W25,DUS,DE,SPU,HR,EW,0,DE,round-trip,Economy,4,16,5,117.54
2024-W25,DUS,DE,STR,DE,AB,0,SE,round-trip,Economy,14,4,1,175.04
2024-W25,DUS,DE,STR,DE,X3,0,DE,round-trip,Economy,7,55,0,147.18
2024-W25,DUS,DE,TFS,ES,EW,0,FR,round-trip,Premium Economy,5,16,0,280.02
2024-W25,DUS,DE,TFS,ES,VY,0,HU,round-trip,Economy,28,21,4,169.89
2024-W25,DUS,DE,TFS,ES,LH,1,DE,one-way,Economy,7,30,1,195.51
2024-W25,DUS,DE,TFS,ES,EW,0,AT,round-trip,Economy,9,5,0,212.23
2024-W25,DUS,DE,TFS,ES,VY,0,AT,one-way,Economy,7,49,0,158.37
2024-W25,DUS,DE,TIA,AL,FR,1,CH,round-trip,Premium Economy,14,100,3,131.79
2024-W25,DUS,DE,TIA,AL,EW,0,CH,round-trip,Business,4,90,0,538.91
2024-W25,DUS,DE,TIA,AL,FR,0,HU,round-trip,Economy,6,20,0,106.25
2024-W25,DUS,DE,TIA,AL,EW,0,DE,round-trip,Economy,11,18,4,175.54
2024-W25,DUS,DE,WAW,PL,U2,0,CH,round-trip,Economy,11,26,2,102.06
2024-W25,DUS,DE,WAW,PL,EW,0,IT,round-trip,Premium Economy,2,18,1,219.67
2024-W25,DUS,DE,WAW,PL,LH,0,AT,one-way,Economy,14,62,0,193.02
2024-W25,FCO,IT,ACE,ES,FR,0,AT,round-trip,Premium Economy,6,43,2,160.06
2024-W25,FCO,IT,ATH,GR,LH,0,GB,round-trip,Economy,15,15,1,163.96
2024-W25,FCO,IT,AYT,TR,VY,0,NL,one-way,Economy,6,37,2,124.36
2024-W25,FCO,IT,CFU,GR,EW,0,DE,round-trip,Economy,6,43,4,106.61
2024-W25,FCO,IT,LGW,GB,EW,0,SE,round-trip,Economy,10,56,1,103.33
2024-W25,FCO,IT,TFS,ES,U2,0,DE,round-trip,Economy,27,68,1,130.36
2024-W25,HAM,DE,ACE,ES,EW,1,FR,round-trip,Economy,8,77,6,113.49
2024-W25,HAM,DE,ACE,ES,FR,0,AT,round-trip,Premium Economy,9,111,0,194.36
2024-W25,HAM,DE,AGP,ES,FR,0,DE,round-trip,Economy,10,63,4,93.24
2024-W25,HAM,DE,ALC,ES,U2,0,DE,round-trip,Economy,5,21,3,80.68
2024-W25,HAM,DE,ALC,ES,LH,0,DE,round-trip,Premium Economy,18,30,0,312.79
2024-W25,HAM,DE,ALC,ES,LH,0,DE,round-trip,Economy,12,35,1,157.25
2024-W25,HAM,DE,ALC,ES,EW,1,IT,one-way,Economy,8,32,3,113.15
2024-W25,HAM,DE,AYT,TR,LH,0,IT,round-trip,Economy,11,28,0,201.88
2024-W25,HAM,DE,AYT,TR,EW,0,AT,round-trip,Economy,7,14,3,146.77
2024-W25,HAM,DE,AYT,TR,LH,0,DE,round-trip,Economy,7,25,1,274.07
2024-W25,HAM,DE,BCN,ES,EW,0,ES,round-trip,Economy,6,10,1,122.12
2024-W25,HAM,DE,BCN,ES,LH,0,FR,round-trip,Economy,14,146,1,89.15
2024-W25,HAM,DE,BCN,ES,FR,0,DE,round-trip,Business,15,154,1,220.79
2024-W25,HAM,DE,BUD,HU,EW,0,NL,round-trip,Economy,10,53,1,119.02
2024-W25,HAM,DE,CAG,IT,TO,0,DE,round-trip,Business,16,28,0,388.15
2024-W25,HAM,DE,CAG,IT,TO,1,GB,round-trip,Economy,28,15,3,103.72
2024-W25,HAM,DE,CAG,IT,LH,0,DE,round-trip,Economy,5,26,2,191.71
2024-W25,HAM,DE,CFU,GR,FR,0,FR,round-trip,Premium Economy,7,32,2,111.8
2024-W25,HAM,DE,CFU,GR,VY,0,HU,round-trip,Economy,23,12,3,126.9
2024-W25,HAM,DE,CFU,GR,EW,1,NL,round-trip,Premium Economy,12,26,1,156.94
2024-W25,HAM,DE,CFU,GR,FR,0,AT,round-trip,Business,16,49,0,295.51
2024-W25,HAM,DE,CGN,DE,FR,0,DE,round-trip,Economy,4,17,2,105.55
2024-W25,HAM,DE,CTA,IT,EW,0,DE,round-trip,Business,18,57,5,351.94
2024-W25,HAM,DE,CTA,IT,EW,0,PL,round-trip,Economy,10,12,3,124.02
2024-W25,HAM,DE,DBV,HR,U2,0,GB,one-way,Economy,7,38,1,101.87
2024-W25,HAM,DE,DBV,HR,FR,0,NO,one-way,Economy,6,81,2,102.7
2024-W25,HAM,DE,DLM,TR,EW,1,FR,one-way,Economy,7,30,4,134.97
2024-W25,HAM,DE,DLM,TR,EW,0,SE,round-trip,Economy,6,32,2,157.06
2024-W25,HAM,DE,DLM,TR,W6,0,NL,round-trip,Economy,2,77,2,110.77
2024-W25,HAM,DE,DLM,TR,EW,0,DE,one-way,Economy,9,23,5,155.18
2024-W25,HAM,DE,DUB,IE,FR,0,DE,one-way,Business,7,6,0,401.34
2024-W25,HAM,DE,DUS,DE,FR,0,NL,round-trip,Economy,15,81,5,102.18
2024-W25,HAM,DE,DUS,DE,VY,0,CH,round-trip,Economy,7,19,1,114.65
2024-W25,HAM,DE,EDI,GB,FR,0,DE,round-trip,Economy,17,81,0,108.9
2024-W25,HAM,DE,EDI,GB,FR,0,DE,one-way,Economy,6,10,2,110.69
2024-W25,HAM,DE,FAO,PT,LH,0,DE,one-way,Economy,11,32,1,189.14
2024-W25,HAM,DE,FAO,PT,EW,0,FR,round-trip,Economy,7,15,0,130.11
2024-W25,HAM,DE,FCO,IT,EW,0,DE,one-way,Economy,14,18,3,141.71
2024-W25,HAM,DE,FCO,IT,EW,0,DE,round-trip,Economy,14,30,5,118.41
2024-W25,HAM,DE,FUE,ES,LH,0,DE,round-trip,Economy,21,72,1,161.73
2024-W25,HAM,DE,FUE,ES,LH,0,FR,one-way,Economy,5,32,2,169.64
2024-W25,HAM,DE,FUE,ES,LH,0,ES,round-trip,Economy,8,15,0,206.35
2024-W25,HAM,DE,FUE,ES,U2,0,DE,round-trip,Economy,10,39,2,155.18
2024-W25,HAM,DE,HER,GR,FR,0,DE,one-way,Economy,4,40,1,63.23
2024-W25,HAM,DE,HER,GR,FR,0,DE,one-way,Economy,10,39,2,85.9
2024-W25,HAM,DE,HER,GR,LH,0,NL,round-trip,Economy,9,11,1,158.83
2024-W25,HAM,DE,IST,TR,FR,0,AT,round-trip,Economy,7,43,1,137.04
2024-W25,HAM,DE,KRK,PL,EW,0,DE,round-trip,Economy,15,33,3,104.71
2024-W25,HAM,DE,LIS,PT,DE,0,PL,round-trip,Premium Economy,12,25,0,173.16
2024-W25,HAM,DE,LIS,PT,LH,0,FR,one-way,Business,7,28,1,392.05
2024-W25,HAM,DE,LPA,ES,FR,0,FR,round-trip,Economy,10,25,2,111.45
2024-W25,HAM,DE,LPA,ES,TO,0,DE,one-way,Premium Economy,14,52,0,215.74
2024-W25,HAM,DE,LPA,ES,LH,0,FR,round-trip,Premium Economy,14,42,1,282.9
2024-W25,HAM,DE,MUC,DE,EW,0,CH,round-trip,Economy,17,56,3,109.41
2024-W25,HAM,DE,MUC,DE,W6,0,GB,round-trip,Economy,10,29,1,101.25
2024-W25,HAM,DE,MUC,DE,EW,0,GB,round-trip,Economy,24,54,1,120.05
2024-W25,HAM,DE,NAP,IT,AB,1,PL,one-way,Premium Economy,6,10,3,165.66
2024-W25,HAM,DE,NAP,IT,LH,0,DE,round-trip,Economy,6,33,1,167.92
2024-W25,HAM,DE,OLB,IT,FR,0,PL,round-trip,Economy,11,32,5,97.16
2024-W25,HAM,DE,OLB,IT,W6,0,DE,round-trip,Economy,15,40,2,74.05
2024-W25,HAM,DE,OLB,IT,EW,0,SE,one-way,Economy,1,10,2,170.65
2024-W25,HAM,DE,PMI,ES,W6,0,HU,round-trip,Economy,5,32,1,76.15
2024-W25,HAM,DE,PMI,ES,LH,0,AT,one-way,Economy,14,25,3,115.05
2024-W25,HAM,DE,PMI,ES,EW,0,ES,round-trip,Economy,7,26,1,110.68
2024-W25,HAM,DE,PMI,ES,TO,0,DE,round-trip,Economy,17,32,4,99.43
2024-W25,HAM,DE,PRG,CZ,FR,0,FR,one-way,Economy,7,63,2,88.26
2024-W25,HAM,DE,PRG,CZ,FR,0,SE,round-trip,Premium Economy,20,10,2,165.5
2024-W25,HAM,DE,PRG,CZ,X3,0,AT,round-trip,Economy,14,25,0,159.07
2024-W25,HAM,DE,PRG,CZ,LH,0,IT,round-trip,Economy,12,17,3,171.32
2024-W25,HAM,DE,RHO,GR,EW,0,DE,round-trip,Economy,8,25,1,98.1
2024-W25,HAM,DE,SKG,GR,FR,0,NL,round-trip,Economy,3,48,1,81.16
2024-W25,HAM,DE,SKG,GR,LH,0,DE,one-way,Economy,14,94,1,143.21
2024-W25,HAM,DE,SKG,GR,U2,0,IT,round-trip,Economy,3,13,2,90.2
2024-W25,HAM,DE,SKG,GR,EW,0,DE,round-trip,Economy,12,31,6,126.88
2024-W25,HAM,DE,SKP,MK,LH,1,DE,round-trip,Economy,15,27,1,180.52
2024-W25,HAM,DE,SKP,MK,X3,0,ES,one-way,Economy,4,44,2,238.17
2024-W25,HAM,DE,SKP,MK,AB,0,ES,round-trip,Economy,21,39,3,138.53
2024-W25,HAM,DE,SKP,MK,VY,0,DE,round-trip,Premium Economy,3,52,1,189.4
2024-W25,HAM,DE,SKP,MK,AB,0,HU,round-trip,Economy,13,9,1,157.35
2024-W25,HAM,DE,SKP,MK,LH,0,GB,round-trip,Economy,14,26,0,211.31
2024-W25,HAM,DE,SKP,MK,LH,0,HU,one-way,Economy,17,30,0,268.83
2024-W25,HAM,DE,SPU,HR,W6,0,FR,one-way,Economy,24,15,2,91.9
2024-W25,HAM,DE,SPU,HR,U2,0,FR,round-trip,Economy,24,55,3,80.29
